dbn,beds
84K803,331300861063
02M255,310200010255
12X318,321200010318
17K705,331700010705
30Q230,343000010230
10X437,321000011437
02M374,310200011374
84X486,320900861073
25Q185,342500010185
75K811,307500013811
01M292,310100011292
09X350,320900011350
84K882,333200861096
11X514,321100011514
31R060,353100010060
84M705,310400860806
19K618,331900011618
84K652,331800860916
28Q338,342800011338
26Q495,342600011495
28Q505,342800011505
02M126,310200010126
14K196,331400010196
04M007,310400010007
24Q089,342400010089
08X182,320800010182
06M528,310600010528
02M298,310200011298
02M267,310200010267
02M040,310200010040
84R012,353100861083
11X105,321100010105
24Q071,342400010071
17K532,331700010532
13K307,331300010307
10X549,321000011549
31R030,353100010030
27Q302,342700011302
04M224,310400010224
20K247,332000010247
20K768,
06M552,310600011552
11X249,321100011249
02M418,310200010418
84X718,321100860855
03M165,310300010165
79K983,
30Q084,343000010084
10X008,321000010008
21K468,332100011468
11X189,321100010189
29Q313,342900011313
25Q165,342500010165
84X539,321000860999
13K499,331300011499
06M423,310600011423
02M047,310200010047
27Q114,342700010114
15K676,331500010676
27Q377,342700010377
02M605,310200011605
75M721,307500011721
08X304,320800010304
20K229,332000010229
21K177,332100010177
27Q202,342700010202
84M336,310500860883
12X300,321200010300
03M485,310300011485
84K508,331300860902
84K785,331900860973
16K057,331600010057
02M001,310200010001
93M359,
03M054,310300010054
30Q150,343000010150
84K731,331600860847
02M111,310200010111
02M312,310200010312
07X259,320700011259
16K081,331600010081
08X371,320800010371
05M200,310500010200
84X579,321100861103
28Q174,342800010174
75K371,307500013371
13K020,331300010020
75Q224,307500014224
24Q013,342400010013
32K349,333200010349
08X392,320800010392
29Q327,342900011327
28Q680,342800011680
23K184,332300010184
84K395,332300861007
10X080,321000010080
02M343,310200010343
24Q028,342400010028
23K599,332300010599
28Q117,342800010117
22K119,332200010119
09X324,320900011324
10X382,321000010382
13K430,331300011430
07X473,320700011473
84X461,320900860962
28Q099,342800010099
31R001,353100010001
03M404,310300011404
07X043,320700010043
84K608,331800860908
31R020,353100010020
10X279,321000010279
18K588,331800010588
24Q744,342400011744
12X212,321200010212
17K316,331700010316
75Q255,307500014255
17K398,331700010398
28Q139,342800010139
12X691,321200011691
14K059,331400010059
09X231,320900011231
19K089,331900010089
18K235,331800010235
02M290,310200010290
84K772,332100861075
84X705,320900860839
75X754,307500012754
84K895,332100861123
31R056,353100010056
07X154,320700010154
08X452,320800011452
21K212,332100010212
05M517,310500010517
22K217,332200010217
20K445,332000011445
25Q409,
30Q398,343000010398
23K647,332300011647
14K017,331400010017
28Q190,342800010190
05M123,310500010123
13K527,331300011527
01M364,310100010364
84M522,310200860992
01M839,310100010839
84K757,331300861056
31R011,353100010011
25Q901,
20K682,332000010682
23K155,332300010155
84X616,321000861150
31R080,353100011080
84M168,310400861046
84K704,331700860841
16K455,331600011455
84Q388,342700861147
29Q238,342900010238
13K691,331300010691
06M103,310600010103
11X508,321100011508
11X288,321100011288
27Q096,342700010096
02M546,310200011546
09X543,320900011543
20K505,332000011505
27Q297,342700010297
07X343,320700010343
31R039,353100010039
84K359,331900860891
30Q580,343000011580
09X004,320900010004
06M210,310600010210
24Q600,342400011600
75M035,307500011035
27Q051,342700010051
16K035,331600010035
10X086,321000010086
07X029,320700010029
84X395,320700860926
02M413,310200010413
07X296,320700010296
84K711,332300860942
19K452,331900010452
84Q385,342500861133
84M350,310500860894
31R006,353100010006
03M333,310300010333
28Q310,342800011310
12X286,321200010286
84X617,321000861151
03M247,310300010247
84K791,332200860978
26Q172,342600010172
09X593,320900010593
05M157,310500011157
24Q610,342400011610
21K188,332100010188
31R038,353100010038
09X022,320900010022
01M140,310100010140
84X496,321100860948
10X213,321000011213
84X608,321100861120
26Q205,342600010205
10X244,321000010244
75Q004,307500014004
84K517,331300860901
17K012,331700010012
11X112,321100010112
12X242,321200010242
79M379,
15K094,331500010094
75X352,307500012352
21K209,332100010209
29Q251,342900010251
27Q124,342700010124
27Q309,342700011309
13K553,331300011553
08X530,320800011530
84K784,333200861045
27Q155,342700010155
19K404,331900011404
19K661,331900010661
05M092,310500010092
12X047,321200010047
05M133,310500010133
84Q170,342700860869
75R025,307500015025
04M155,310400010155
15K172,331500010172
22K889,332200010889
15K051,331500010051
30Q017,343000010017
79M993,
79Q950,
27Q137,342700010137
09X412,320900011412
84X460,321000861075
02M896,310200010896
11X106,321100010106
13K301,331300010301
15K684,331500011684
22K277,332200010277
84M284,310500860864
04M182,310400010182
84X208,320700861018
31R078,353100010078
12X478,321200011478
15K667,331500011667
25Q237,342500010237
11X169,321100010169
32K123,333200010123
84X589,321100861115
23K514,332300010514
06M052,310600010052
75Q075,307500014075
12X550,321200011550
01M020,310100010020
10X307,321000010307
84X487,320800860940
19K760,331900010760
22K240,332200010240
02M288,310200011288
84K912,332300861127
28Q328,342800011328
31R450,353100011450
84M202,310100861055
84X165,320800860872
30Q122,343000010122
84M335,310400860849
04M310,310200010310
27Q047,342700010047
75K403,
04M112,310400010112
15K863,
07X495,320700011495
10X095,321000010095
02M437,310200011437
84K746,332200860955
26Q566,342600011566
29Q033,342900010033
20K259,332000010259
24Q293,342400011293
12X150,321200010150
15K130,331500010130
26Q415,342600011415
28Q157,342800010157
08X069,320800010069
09X339,320900010339
31R045,353100010045
17K524,331700011524
07X157,320700010157
84M482,310500860979
84K355,331400860885
84K876,331700861086
06M467,310600011467
26Q266,342600010266
31R029,353100010029
10X360,321000010360
75X469,307500012469
31R605,353100011605
31R002,353100010002
06M324,310600010324
25Q107,342500010107
04M555,310400011555
09X063,320900010063
10X904,
29Q109,342900010109
79K984,
13K412,331300011412
12X196,321200010196
10X009,321000010009
29Q038,342900010038
03M417,310300011417
11X534,
11X455,321100011455
13K046,331300010046
84Q705,343000860822
32K383,333200010383
25Q214,342500010214
15K029,331500010029
12X248,321200011248
10X207,321000010207
24Q091,342400010091
29Q259,342900011259
20K310,332000010310
20K192,332000010192
03M241,310300010241
13K492,331300011492
19K557,331900010557
10X440,321000011440
17K221,331700010221
84K417,331300861006
13K067,331300010067
22K139,332200010139
01M188,310100010188
84M373,310600861140
21K572,332100011572
20K205,332000010205
15K169,331500010169
79Q988,
84K933,331700861164
10X268,321000011268
02M394,310200011394
79K607,
02M507,310200011507
04M497,310400010497
30Q141,343000010141
09X313,320900010313
13K009,331300010009
84M388,310500860928
21K097,332100010097
29Q181,342900010181
07X221,320700011221
07X557,320700011557
03M084,310300010084
19K364,331900010364
14K147,331400010147
29Q059,342900010059
21K540,332100011540
13K282,331300010282
15K295,331500010295
20K921,
84K741,331700861041
22K245,332200010245
02M281,310200010281
31R050,353100010050
08X131,320800010131
24Q073,342400010073
31R064,353100011064
07X600,320700011600
28Q440,342800011440
27Q232,342700010232
20K748,332000010748
25Q540,342500011540
10X386,321000010386
01M448,310100011448
21K329,332100010329
17K548,331700011548
09X252,320900011252
27Q042,342700010042
11X513,321100011513
04M680,310400011680
05M304,310500011304
13K483,331300011483
84Q372,342800860824
31R065,353100010065
08X140,320800010140
12X134,321200010134
01M015,310100010015
20K105,332000010105
27Q197,342700010197
01M363,310100010363
22K254,332200010254
28Q332,342800010332
09X403,320900011403
01M539,310100011539
17K354,331700010354
25Q281,342500011281
84R073,353100860984
30Q301,343000011301
20K185,332000010185
32K377,333200010377
75X017,307500012017
27Q146,342700010146
75M169,307500011169
11X462,321100010462
03M421,310300010421
12X251,321200011251
84K738,332200861053
19K662,331900010662
22K405,332200011405
79X994,
31R034,353100010034
10X342,321000011342
84X538,321100860982
11X542,321100011542
18K633,331800011633
05M692,310500011692
17K590,331700011590
24Q113,342400010113
29Q095,342900010095
27Q254,342700010254
19K202,331900010202
23K178,332300010178
75Q721,307500014721
14K034,331400010034
11X299,321100011299
08X075,320800010075
17K061,331700010061
10X434,321000011434
02M575,310200011575
09X365,320900011365
12X057,321200010057
18K581,331800010581
84M709,310500860848
79M982,
21K225,332100010225
31R059,353100010059
84X704,320700860820
12X273,321200010273
19K218,331900010218
16K021,331600010021
27Q316,342700010316
07X533,
14K614,331400011614
79Q996,
01M515,310100011515
28Q008,342800010008
84K651,331500860927
16K335,331600010335
24Q005,342400010005
10X206,321000010206
17K531,331700011531
03M145,310300010145
03M076,310300010076
32K384,333200010384
11X127,321100010127
84M385,310400860922
17K249,331700010249
15K429,331500011429
13K133,331300010133
13K287,331300010287
19K290,331900010290
16K005,331600010005
75K370,307500013370
15K154,331500010154
27Q063,342700010063
06M540,310600011540
84X717,320900860835
20K164,332000010164
09X035,320900010035
31R074,353100010074
15K464,331500011464
10X226,321000010226
09X505,320900011505
19K907,331900010907
19K325,331900010325
19K504,331900011504
21K101,332100010101
02M545,310200011545
15K230,331500010230
18K642,331800011642
10X003,321000010003
08X562,320800010562
12X316,321200010316
28Q354,342800010354
28Q040,342800010040
75K721,307500013721
08X093,320800010093
01M458,310100011458
29Q208,342900010208
84K769,331900860972
02M276,310200010276
25Q184,342500010184
31R044,353100010044
12X684,321200011684
18K569,331800011569
25Q460,342500011460
84Q342,342800860969
79M645,
27Q106,342700010106
06M192,310600010192
12X190,321200010190
06M008,310600010008
25Q219,342500010219
05M318,310500010318
05M369,310500011369
27Q336,
27Q100,342700010100
10X015,321000010015
10X391,321000010391
15K118,331500010118
02M529,310200011529
13K350,331300011350
26Q026,342600010026
84K379,331800860702
28Q072,342800010072
17K600,331700011600
25Q250,342500010250
84X387,320700861014
18K563,331800011563
02M177,310200010177
04M825,310400010825
02M391,
02M407,310200011407
28Q903,
26Q133,342600010133
11X021,321100010021
19K683,331900011683
84M100,310500861015
84X613,320800861143
23K446,332300010446
24Q296,342400011296
84M080,310100861031
31R010,353100010010
31R021,353100010021
04M102,310400010102
27Q323,342700010323
21K620,332100011620
79M994,
08X062,320800010062
11X287,321100010287
01M134,310100010134
09X055,320900010055
08X349,320800011349
30Q166,343000010166
06M004,310600010004
84X612,320700861145
06M211,310600011211
09X303,320900010303
09X028,320900010028
19K677,331900010677
29Q052,342900010052
29Q138,342900010138
09X232,320900010232
84X345,320800860903
04M375,310400010375
02M600,310200011600
19K159,331900010159
13K056,331300010056
14K016,331400010016
84X347,321000860904
22K197,332200010197
22K236,332200010236
79M971,
10X696,321000011696
21K090,332100010090
11X370,321100010370
24Q128,342400010128
22K078,332200010078
84Q083,342400861025
08X119,320800010119
30Q151,343000010151
19K213,331900010213
31R055,353100010055
84Q704,342900860821
02M313,310200011313
84Q320,342700861054
19K654,331900010654
24Q012,342400010012
10X243,321000011243
08X424,320800010424
25Q285,342500011285
16K898,331600010898
21K525,332100011525
02M150,310200010150
13K113,331300010113
23K137,332300010137
79R991,
19K306,331900010306
18K272,331800010272
12X383,321200010383
13K419,331300011419
15K767,
02M542,310200011542
31R445,353100011445
14K454,331400011454
32K151,333200010151
11X483,321100010483
21K690,332100011690
84X471,320700861062
09X042,320900010042
30Q085,343000010085
84X581,320700861100
16K498,331600011498
32K106,333200010106
25Q079,342500010079
84X472,320700861070
29Q156,342900010156
24Q068,342400010068
84K358,331900860880
11X545,321100011545
30Q384,343000010384
17K397,331700010397
11X178,321100010178
09X323,320900010323
01M034,310100010034
84M341,310500860886
22K255,332200010255
09X219,320900010219
25Q189,342500010189
01M063,310100010063
12X098,321200010098
03M199,310300010199
84K730,331500860953
84X202,320800861017
02M425,310200011425
06M293,310600011293
15K821,331500010821
25Q241,342500011241
29Q498,342900011498
07X151,320700010151
84K892,331600861112
13K265,331300010265
02M130,310200010130
13K869,
23K671,332300010671
27Q223,342700010223
15K516,331500010516
06M346,310600011346
22K278,332200010278
84X133,320900861029
75Q023,307500014023
15K124,331500010124
28Q161,342800010161
08X100,320800010100
84M523,310300861008
29Q118,342900010118
01M015,310100010015
01M019,310100010019
01M020,310100010020
01M034,310100010034
01M063,310100010063
01M064,310100010064
01M110,310100010110
01M134,310100010134
01M140,310100010140
01M142,310100010142
01M184,310100010184
01M188,310100010188
01M292,310100011292
01M315,310100010315
01M332,310100010332
01M361,310100010361
01M363,310100010363
01M364,310100010364
01M378,310100010378
01M448,310100011448
01M450,310100011450
01M458,310100011458
01M515,310100011515
01M539,310100011539
01M650,310100011650
01M696,310100011696
01M839,310100010839
02M001,310200010001
02M002,310200010002
02M003,310200010003
02M006,310200010006
02M011,310200010011
02M033,310200010033
02M040,310200010040
02M041,310200010041
02M042,310200010042
02M047,310200010047
02M051,310200010051
02M059,310200010059
02M077,310200010077
02M089,310200010089
02M104,310200010104
02M111,310200010111
02M114,310200010114
02M116,310200010116
02M124,310200010124
02M126,310200010126
02M130,310200010130
02M131,310200010131
02M135,310200011135
02M139,310200011139
02M150,310200010150
02M151,310200010151
02M158,310200010158
02M167,310200010167
02M177,310200010177
02M183,310200010183
02M198,310200010198
02M212,310200010212
02M217,310200010217
02M225,310200011225
02M234,310200010234
02M255,310200010255
02M260,310200010260
02M267,310200010267
02M276,310200010276
02M280,310200011280
02M281,310200010281
02M282,310200011282
02M288,310200011288
02M289,310200010289
02M290,310200010290
02M294,310200011294
02M296,310200011296
02M297,310200010297
02M298,310200011298
02M300,310200011300
02M303,310200011303
02M305,310200011305
02M308,310200011308
02M312,310200010312
02M313,310200011313
02M316,310200011316
02M340,310200010340
02M343,310200010343
02M347,310200010347
02M374,310200011374
02M376,310200011376
02M391,0
02M392,310200011392
02M393,310200011393
02M394,310200011394
02M397,310200010397
02M399,310200011399
02M400,310200011400
02M407,310200011407
02M408,310200011408
02M411,310200011411
02M412,310200010412
02M413,310200010413
02M414,310200010414
02M416,310200010416
02M418,310200010418
02M419,310200011419
02M420,310200011420
02M422,310200011422
02M425,310200011425
02M427,310200011427
02M432,310200011432
02M437,310200011437
02M438,310200011438
02M439,310200011439
02M442,310200011442
02M449,310200011449
02M459,310200011459
02M475,310200011475
02M489,310200011489
02M500,310200011500
02M507,310200011507
02M519,310200011519
02M520,310200011520
02M527,310200010527
02M529,310200011529
02M531,310200011531
02M533,310200011533
02M534,310200011534
02M542,310200011542
02M543,310200011543
02M544,310200011544
02M545,310200011545
02M546,310200011546
02M550,310200011550
02M551,310200011551
02M560,310200011560
02M565,310200011565
02M570,310200011570
02M575,310200011575
02M580,310200011580
02M586,310200011586
02M600,310200011600
02M605,310200011605
02M615,310200011615
02M630,310200011630
02M655,310200011655
02M896,310200010896
02M933,310200010933
03M009,310300010009
03M054,310300010054
03M075,310300010075
03M076,310300010076
03M084,310300010084
03M087,310300010087
03M145,310300010145
03M149,310300010149
03M163,310300010163
03M165,310300010165
03M166,310300010166
03M180,310300010180
03M185,310300010185
03M191,310300010191
03M199,310300010199
03M241,310300010241
03M242,310300010242
03M243,310300010243
03M245,310300010245
03M247,310300010247
03M250,310300010250
03M256,310300010256
03M258,310300010258
03M291,310300011291
03M299,310300011299
03M307,310300011307
03M333,310300010333
03M334,310300010334
03M402,310300011402
03M403,310300011403
03M404,310300011404
03M415,310300011415
03M417,310300011417
03M421,310300010421
03M452,310300010452
03M479,310300011479
03M485,310300011485
03M492,310300011492
03M494,310300011494
03M505,310300011505
03M541,310300011541
03M859,310300011859
03M860,310300011860
03M862,310300010862
04M007,310400010007
04M012,310400010012
04M037,310400010037
04M038,310400010038
04M057,310400010057
04M072,310400010072
04M083,310400010083
04M096,310400010096
04M102,310400010102
04M108,310400010108
04M112,310400010112
04M146,310400010146
04M155,310400010155
04M171,310400010171
04M182,310400010182
04M206,310400010206
04M224,310400010224
04M310,310200010310
04M372,310400010372
04M375,310400010375
04M377,310400010377
04M435,310400011435
04M495,310400011495
04M497,310400010497
04M555,310400011555
04M610,310400011610
04M680,310400011680
04M825,310400010825
04M964,310400010964
05M030,310500010030
05M036,310500010036
05M046,310500010046
05M092,310500010092
05M123,310500010123
05M125,310500010125
05M129,310500010129
05M133,310500010133
05M148,310500011148
05M154,310500010154
05M157,310500011157
05M161,310500010161
05M175,310500010175
05M194,310500010194
05M197,310500010197
05M200,310500010200
05M285,310500011285
05M286,310500010286
05M304,310500011304
05M318,310500010318
05M362,310500011362
05M369,310500011369
05M371,0
05M499,310500011499
05M514,310500010514
05M517,310500010517
05M670,310500011670
05M692,310500011692
06M004,310600010004
06M005,310600010005
06M008,310600010008
06M018,310600010018
06M028,310600010028
06M048,310600010048
06M052,310600010052
06M098,310600010098
06M103,310600010103
06M115,310600010115
06M128,310600010128
06M132,310600010132
06M143,310600010143
06M152,310600010152
06M153,310600010153
06M173,310600010173
06M178,310600010178
06M187,310600010187
06M189,310600010189
06M192,310600010192
06M209,310600010209
06M210,310600010210
06M211,310600011211
06M223,310600010223
06M278,310600010278
06M293,310600011293
06M311,310600010311
06M314,310600010314
06M319,310600010319
06M322,310600010322
06M324,310600010324
06M328,310600010328
06M346,310600011346
06M348,310600011348
06M349,310600010349
06M366,310600010366
06M368,310600010368
06M423,310600011423
06M462,310600011462
06M463,310600011463
06M467,310600011467
06M468,310600011468
06M513,310600010513
06M528,310600010528
06M540,310600011540
06M552,310600011552
07X001,320700010001
07X005,320700010005
07X018,320700010018
07X025,320700010025
07X029,320700010029
07X030,320700010030
07X031,320700010031
07X043,320700010043
07X049,320700010049
07X065,320700010065
07X151,320700010151
07X154,320700010154
07X157,320700010157
07X161,320700010161
07X179,320700010179
07X221,320700011221
07X223,320700010223
07X224,320700010224
07X259,320700011259
07X277,320700010277
07X296,320700010296
07X298,320700010298
07X334,320700011334
07X343,320700010343
07X359,320700010359
07X369,320700010369
07X379,320700011379
07X381,320700011381
07X427,320700011427
07X473,320700011473
07X495,320700011495
07X500,320700011500
07X522,320700011522
07X527,320700011527
07X533,0
07X548,320700011548
07X551,320700011551
07X557,320700011557
07X584,320700010584
07X600,320700011600
07X625,0
07X670,320700011670
08X014,320800010014
08X036,320800010036
08X048,320800010048
08X062,320800010062
08X069,320800010069
08X071,320800010071
08X072,320800010072
08X075,320800010075
08X093,320800010093
08X100,320800010100
08X101,320800010101
08X107,320800010107
08X119,320800010119
08X123,320800010123
08X130,320800010130
08X131,320800010131
08X138,320800010138
08X140,320800010140
08X146,320800010146
08X152,320800010152
08X182,320800010182
08X269,320800011269
08X282,320800011282
08X293,320800011293
08X301,320800010301
08X302,320800010302
08X304,320800010304
08X312,320800010312
08X320,320800011320
08X333,320800010333
08X337,320800010337
08X348,320800011348
08X349,320800011349
08X367,320800011367
08X371,320800010371
08X375,320800010375
08X376,320800011376
08X377,320800011377
08X392,320800010392
08X405,320800011405
08X424,320800010424
08X432,320800011432
08X448,320800010448
08X452,320800011452
08X467,320800010467
08X530,320800011530
08X537,320800011537
08X558,320800011558
08X559,320800011559
08X561,320800011561
08X562,320800010562
08X583,320800010583
09X004,320900010004
09X011,320900010011
09X022,320900010022
09X028,320900010028
09X035,320900010035
09X042,320900010042
09X053,320900010053
09X055,320900010055
09X058,320900010058
09X063,320900010063
09X070,320900010070
09X073,320900010073
09X088,320900010088
09X109,320900010109
09X110,320900010110
09X114,320900010114
09X117,320900010117
09X126,320900010126
09X128,320900010128
09X132,320900010132
09X163,320900010163
09X170,320900010170
09X199,320900010199
09X204,320900010204
09X215,320900010215
09X218,320900010218
09X219,320900010219
09X227,320900011227
09X229,320900010229
09X231,320900011231
09X232,320900010232
09X236,320900010236
09X241,320900011241
09X250,320900011250
09X252,320900011252
09X260,320900011260
09X263,320900011263
09X274,320900010274
09X294,320900010294
09X297,320900011297
09X303,320900010303
09X311,320900010311
09X313,320900010313
09X323,320900010323
09X324,320900011324
09X327,320900010327
09X328,320900010328
09X329,320900011329
09X339,320900010339
09X350,320900011350
09X361,320900010361
09X365,320900011365
09X403,320900011403
09X404,320900011404
09X412,320900011412
09X413,320900011413
09X443,320900010443
09X449,320900010449
09X454,320900010454
09X457,320900010457
09X505,320900011505
09X517,320900011517
09X525,320900011525
09X543,320900011543
09X555,320900010555
09X564,320900011564
09X568,320900010568
09X582,0
09X593,320900010593
09X594,320900010594
10X003,321000010003
10X007,321000010007
10X008,321000010008
10X009,321000010009
10X015,321000010015
10X020,321000010020
10X023,321000010023
10X024,321000010024
10X032,321000010032
10X033,321000010033
10X037,321000010037
10X045,321000010045
10X046,321000010046
10X051,321000010051
10X054,321000010054
10X056,321000010056
10X059,321000010059
10X077,321000010077
10X080,321000010080
10X081,321000010081
10X085,321000010085
10X086,321000010086
10X091,321000010091
10X094,321000010094
10X095,321000010095
10X118,321000010118
10X141,321000011141
10X159,321000010159
10X205,321000010205
10X206,321000010206
10X207,321000010207
10X209,321000010209
10X213,321000011213
10X225,321000010225
10X226,321000010226
10X228,321000010228
10X237,321000011237
10X243,321000011243
10X244,321000010244
10X246,321000010246
10X254,321000010254
10X264,321000011264
10X268,321000011268
10X279,321000010279
10X280,321000010280
10X284,321000011284
10X291,321000010291
10X306,321000010306
10X307,321000010307
10X308,321000010308
10X310,321000010310
10X315,321000010315
10X319,321000011319
10X331,321000010331
10X340,321000010340
10X342,321000011342
10X344,321000010344
10X351,321000011351
10X353,321000011353
10X360,321000010360
10X363,321000010363
10X368,321000010368
10X374,321000011374
10X382,321000010382
10X386,321000010386
10X390,321000010390
10X391,321000010391
10X396,321000010396
10X397,321000011397
10X433,321000011433
10X434,321000011434
10X437,321000011437
10X438,321000011438
10X439,321000011439
10X440,321000011440
10X442,321000011442
10X445,321000011445
10X447,321000010447
10X477,321000011477
10X524,321000011524
10X535,0
10X546,321000011546
10X549,321000011549
10X565,321000011565
10X696,321000011696
11X016,321100010016
11X019,321100010019
11X021,321100010021
11X041,321100010041
11X068,321100010068
11X076,321100010076
11X078,321100010078
11X083,321100010083
11X087,321100010087
11X089,321100010089
11X096,321100010096
11X097,321100010097
11X103,321100010103
11X105,321100010105
11X106,321100010106
11X108,321100010108
11X111,321100010111
11X112,321100010112
11X121,321100010121
11X127,321100010127
11X144,321100010144
11X153,321100010153
11X160,321100010160
11X169,321100010169
11X175,321100010175
11X178,321100010178
11X180,321100010180
11X181,321100010181
11X189,321100010189
11X194,321100010194
11X249,321100011249
11X253,321100011253
11X265,321100011265
11X270,321100011270
11X275,321100011275
11X287,321100010287
11X288,321100011288
11X290,321100011290
11X299,321100011299
11X326,321100010326
11X355,321100010355
11X357,321100010357
11X370,321100010370
11X418,321100011418
11X455,321100011455
11X462,321100010462
11X468,321100010468
11X481,321100010481
11X483,321100010483
11X498,321100010498
11X508,321100011508
11X509,321100011509
11X513,321100011513
11X514,321100011514
11X529,321100010529
11X532,321100010532
11X534,0
11X542,321100011542
11X544,321100011544
11X545,321100011545
11X556,321100010556
11X566,321100010566
11X567,321100010567
12X006,321200010006
12X044,321200010044
12X047,321200010047
12X057,321200010057
12X061,321200010061
12X066,321200010066
12X067,321200010067
12X098,321200010098
